Date,Type,Link
2026-02-28 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7228431830518762967/
2025-03-18 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7726683597275161606/
2024-07-11 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7675748918240422946/
2025-08-10 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7227990612538899781/
2024-07-10 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7148486549136093846/
2026-01-28 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7049225501174003986/
2025-01-15 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7499395297582650148/
2025-03-24 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7441256998723135182/
2024-06-02 00:00:00,EMPATHY,https://www.linkedin.com/feed/update/urn:li:activity:7408068790610106338/
2025-09-25 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7322650331142239383/
2025-01-31 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7708016674470545697/
2024-08-06 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7340233091332442499/
2024-12-08 00:00:00,EMPATHY,https://www.linkedin.com/feed/update/urn:li:activity:7634900804133570257/
2024-12-28 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7322559749477690213/
2025-04-05 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7229959190847879484/
2024-07-13 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7626793477490533156/
2026-04-13 00:00:00,EMPATHY,https://www.linkedin.com/feed/update/urn:li:activity:7822460384839180734/
2025-04-30 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7900933340442756302/
2024-12-22 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7652151334247936872/
2024-12-04 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7311791121001673881/
2025-10-30 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7688428283336979935/
2025-09-20 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7934661204730763062/
2025-07-19 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7610393873595780824/
2025-05-01 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7184034881755856533/
2026-01-20 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7278030248256750658/
2025-08-03 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7252964335035559677/
2024-09-20 00:00:00,EMPATHY,https://www.linkedin.com/feed/update/urn:li:activity:7200276338687370658/
2025-11-03 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7366634074677140446/
2024-05-18 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7682025129604716514/
2026-04-04 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7654457469842699653/
2024-10-02 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7964645772839621840/
2024-12-14 00:00:00,PRAISE,https://www.linkedin.com/feed/update/urn:li:activity:7565434700130240971/
2026-03-25 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7268196467081021023/
2024-08-24 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7606953813304803385/
2024-12-29 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7232272615689416630/
2025-12-20 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7204597302869440902/
2025-06-05 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7170300358233167220/
2024-09-09 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7127882731873690141/
2024-11-10 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7083623249306922415/
2025-04-15 00:00:00,EMPATHY,https://www.linkedin.com/feed/update/urn:li:activity:7116482161284296757/
2025-05-23 00:00:00,PRAISE,https://www.linkedin.com/feed/update/urn:li:activity:7157318056368283571/
2025-11-22 00:00:00,EMPATHY,https://www.linkedin.com/feed/update/urn:li:activity:7737023503860379911/
2024-12-20 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7815326390010809290/
2024-10-04 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7767305773929075433/
2024-09-06 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7353743094490712049/
2024-05-27 00:00:00,PRAISE,https://www.linkedin.com/feed/update/urn:li:activity:7204883701641373471/
2026-05-01 00:00:00,EMPATHY,https://www.linkedin.com/feed/update/urn:li:activity:7037334761572043996/
2025-10-28 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7932490893440133396/
2024-08-14 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7652035042540774403/
2026-01-16 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7381811198670222378/
2026-02-12 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7193561013328280037/
2024-07-20 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7817381929779752336/
2024-06-15 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7013138259632084707/
2025-08-04 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7799177609654167795/
2026-02-22 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7907372289752061368/
2026-01-12 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7444955176098554955/
2025-02-08 00:00:00,EMPATHY,https://www.linkedin.com/feed/update/urn:li:activity:7191775168716541631/
2025-03-05 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7436625876587362509/
2025-05-08 00:00:00,EMPATHY,https://www.linkedin.com/feed/update/urn:li:activity:7955549383921187019/
2024-12-28 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7520298970365549421/
2026-02-16 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7023148358868607363/
2025-06-10 00:00:00,PRAISE,https://www.linkedin.com/feed/update/urn:li:activity:7120739763935256864/
2026-02-16 00:00:00,APPRECIATION,https://www.linkedin.com/feed/update/urn:li:activity:7185510251991007761/
2026-02-15 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7684870581618994656/
2024-08-12 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7035732730769205939/
2025-02-15 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7181128329039430073/
2026-03-09 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7236983557942320476/
2025-10-20 00:00:00,EMPATHY,https://www.linkedin.com/feed/update/urn:li:activity:7638848140274531252/
2024-10-26 00:00:00,PRAISE,https://www.linkedin.com/feed/update/urn:li:activity:7324574005700653458/
2025-07-02 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7057225771001705019/
2025-03-26 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7062839817491295110/
2025-04-28 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7101028619164816789/
2025-07-05 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7111818284703015772/
2026-04-06 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7735783733113366685/
2025-07-08 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7972799511778553115/
2026-01-04 00:00:00,PRAISE,https://www.linkedin.com/feed/update/urn:li:activity:7458248657094683613/
2025-01-05 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7762127300385222868/
2025-08-04 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7627334599731665632/
2025-04-01 00:00:00,LIKE,https://www.linkedin.com/feed/update/urn:li:activity:7425891127668139076/
2025-10-23 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7303559582774199240/
2025-02-06 00:00:00,INTEREST,https://www.linkedin.com/feed/update/urn:li:activity:7260839584130022473/
